CLNT_ID,PD_BUY_TOT
1507062,933700
1507069,1431400
1507164,576000
1507304,2096780
1507511,1018900
1507648,820000
1507707,572300
1507818,1768080
1507840,600000
1507900,570000
1507928,831300
1508047,1847350
1508059,1004900
1508062,1132100
1508095,1614900
1508197,715740
1508202,1573200
1508328,668370
1508433,3572340
1508456,732700
1508593,591700
1508607,740000
1508678,2251700
1508714,1292900
1508726,609100
1508773,688560
1509047,681500
1509098,563690
1509231,1704930
1509272,505900
1509389,846000
1509391,811200
1509449,560500
1509499,1955670
1509566,1720900
1509597,782110
1509668,685600
1509719,613500
1509724,708390
1509753,1587000
1509767,568190
1509957,845150
1509987,688900
1510060,627000
1510090,864300
1510105,609300
1510107,633200
1510204,2971700
1510297,591000
1510311,1071900
1510420,651800
1510473,530660
1510494,744500
1510550,1161740
1510552,708100
1510787,2022000
1510872,505010
1510880,617200
1510896,950700
1510930,5082000
1510997,618300
1511039,507400
1511060,703500
1511110,542200
1511121,517800
1511172,706300
1511404,3659310
1511513,1767600
1511604,1152300
1511642,637970
1511678,847200
1511701,758000
1511774,1393300
1511823,662800
1511831,542900
1511867,968250
1511977,939000
1512005,1269910
1512036,634600
1512066,1391900
1512254,1127800
1512382,946050
1512386,1020000
1512449,2908000
1512523,1037430
1512535,2401300
1512577,781000
1512599,4414650
1512615,572000
1512670,692000
1512896,764100
1512954,1325000
1512979,526000
1513012,770000
1513118,1420000
1513130,883850
1513143,2292000
1513312,634000
1513381,1186500
1513525,676700
1513531,1390000
1513543,628360
1513546,921600
1513605,1020270
1513655,1061690
1513667,803450
1513685,537400
1513703,2596600
1513707,1580180
1513739,933600
1513742,2838200
1513754,572000
1513838,503000
1513861,1487400
1513871,758900
1513960,678200
1513964,678800
1514029,622000
1514066,2828500
1514194,1546600
1514262,1255500
1514275,4363000
1514281,816350
1514328,858000
1514344,1020250
1514370,851300
1514470,882680
1514521,1195600
1514531,685800
1514701,3525000
1514734,3075190
1514808,960400
1514870,1015400
1514905,568400
1514922,3619320
1514943,2710420
1515020,2510800
1515342,1603220
1515352,1009720
1515415,758400
1515428,587000
1515477,733700
1515513,527400
1515579,1246090
1515726,960300
1515768,1260900
1515804,1755260
1515818,1557000
1515847,1119440
1515888,670400
1515907,1182500
1516017,920350
1516184,527000
1516207,1565100
1516217,533900
1516219,536100
1516258,1445900
1516296,604500
1516312,622700
1516380,529200
1516421,514500
1516497,534000
1516517,957100
1516598,1944000
1516612,512800
1516640,831700
1516652,604240
1516665,1533600
1516670,977200
1516803,829800
1516830,546000
1516914,892600
1516927,792000
1516968,1263700
1516981,774200
1517191,791160
1517383,1185340
1517428,677100
1517566,850600
1517569,726070
1517633,2363100
1517673,529380
1517681,2818220
1517713,843030
1517755,1181700
1517763,832500
1517775,648500
1517785,559520
1517798,1143200
1517805,606000
1517843,1233070
1517994,2580000
1518001,509000
1518120,1031810
1518163,632000
1518186,815500
1518190,1395000
1518218,1481600
1518240,1246900
1518334,2343400
1518440,1795500
1518559,669900
1518665,989180
1518696,518300
1518697,1541960
1518776,1061200
1518839,816100
1518867,1222900
1518902,555100
1518928,529900
1518998,1066000
1519032,825950
1519041,672600
1519062,1741600
1519063,510900
1519074,681500
1519100,2960940
1519148,534000
1519199,891700
1519246,583300
1519295,544150
1519299,1398000
1519312,1010400
1519338,632600
1519348,860700
1519371,1041100
1519384,3210540
1519507,644000
1519508,654000
1519518,616240
1519711,582290
1519724,804000
1519791,504000
1519793,541270
1519838,1101180
1519890,549090
1520020,603600
1520054,587910
1520093,676000
1520103,553500
1520245,1356000
1520397,775600
1520407,1090600
1520484,75057470
1520543,722700
1520577,586200
1520648,665500
1520682,712800
1520721,898500
1520756,1260000
1520800,893330
1520905,3490100
1520914,535200
1520930,1748140
1520961,2700000
1520987,2286000
1521032,1174100
1521113,696880
1521131,813000
1521167,549900
1521285,1179970
1521324,577400
1521509,1050000
1521513,748900
1521663,1265450
1521718,754200
1521720,4375460
1521723,804800
1521830,2376000
1521917,1114930
1521959,985000
1521976,658700
1521986,672900
1522047,1380700
1522099,759010
1522149,546000
1522162,736280
1522233,595800
1522321,954000
1522358,1113500
1522381,931800
1522429,548700
1522459,1179100
1522533,717000
1522536,576800
1522598,639000
1522630,848800
1522773,530000
1522885,2310000
1522919,709280
1522998,2380870
1523036,625470
1523037,903000
1523187,564860
1523225,852100
1523297,1725650
1523361,1518500
1523413,2270000
1523590,1987790
1523691,9853950
1523721,2060300
1523783,801000
1523824,1225180
1523904,1261000
1523927,1948180
1523959,724000
1523981,504110
1524072,574000
1524115,1311400
1524146,589900
1524175,907400
1524198,542300
1524210,3695250
1524229,2170800
1524364,5784670
1524381,973750
1524456,774800
1524464,1567000
1524482,1196000
1524493,705000
1524623,734300
1524683,1723900
1524703,779300
1524713,1007900
1524719,1084900
1524766,555100
1524779,1023000
1524801,1074000
1524846,614870
1524854,946900
1524868,548000
1524972,1157840
1525086,1152850
1525126,877100
1525155,604000
1525224,1164120
1525281,636650
1525415,540800
1525473,1746800
1525509,550400
1525518,2231650
1525568,556470
1525573,555900
1525585,637750
1525624,965060
1525696,547500
1525706,990350
1525789,721000
1525863,1958570
1525932,2355340
1525957,518400
1525962,540900
1525983,827700
1526104,1347200
1526120,3008360
1526178,554000
1526313,864300
1526352,1764100
1526354,833000
1526379,550080
1526482,1864790
1526490,1109000
1526624,3874980
1526715,4948200
1526738,771700
1526747,784000
1526788,597400
1526798,1438890
1526815,612000
1526840,896620
1526883,2123650
1527000,1211430
1527098,562100
1527158,1872600
1527167,1447920
1527241,609900
1527300,891000
1527302,922930
1527351,845000
1527438,2033000
1527516,620700
1527525,3345580
1527586,565700
1527588,537000
1527596,1207500
1527687,625770
1527699,914500
1527711,582400
1527733,3631660
1527746,772070
1527759,1156000
1527829,794300
1527851,6763600
1527928,1796570
1528031,645970
1528202,812100
1528206,1064900
1528292,798000
1528341,1351360
1528361,732900
1528473,1034800
1528626,842480
1528634,1459370
1528677,998700
1528763,533300
1528837,1262750
1528930,6118690
1528989,942000
1529021,1172600
1529086,1074600
1529247,520400
1529341,904630
1529349,922900
1529355,920000
1529392,641200
1529448,612200
1529461,1267530
1529552,746000
1529652,1940060
1529817,2586900
1529861,717200
1529871,1236000
1529901,511000
1529941,1459600
1530016,923700
1530160,1449000
1530242,668200
1530315,1166000
1530323,647970
1530332,953400
1530471,749000
1530472,1800120
1530490,3535000
1530559,1093900
1530576,1226600
1530650,966000
1530657,856000
1530888,867300
1531038,4206400
1531081,3420900
1531085,698000
1531115,609100
1531122,684000
1531237,500560
1531265,1286700
1531268,684000
1531314,607900
1531397,1049600
1531399,1477770
1531477,1457300
1531603,2104340
1531617,1335000
1531629,603770
1531909,1834500
1532047,1790000
1532062,721450
1532134,861000
1532241,3544100
1532262,580600
1532268,1159680
1532291,512200
1532318,5852300
1532353,666000
1532373,861200
1532375,1156200
1532415,1070000
1532457,2929660
1532480,553000
1532554,670860
1532693,772830
1532721,848200
1532745,636600
1532807,559540
1532842,1319500
1532854,703700
1532864,682800
1532900,620880
1532968,810000
1532971,837800
1533145,566900
1533200,606820
1533237,620100
1533264,1344500
1533300,1761560
1533328,597220
1533439,2482330
1533471,576800
1533499,893600
1533596,7903800
1533795,1181300
1533848,833000
1533949,660400
1534050,1187850
1534062,3534800
1534081,676575
1534206,824800
1534254,1179060
1534268,2349360
1534285,662800
1534295,949280
1534372,596800
1534551,532700
1534612,8714810
1534658,3480000
1534735,793000
1534773,859600
1534817,1083800
1534843,561640
1534935,656200
1534991,576000
1535014,1081600
1535041,630900
1535059,546900
1535082,577600
1535099,1182400
1535216,500710
1535240,527000
1535306,2345180
1535383,546170
1535624,536900
1535634,808000
1535770,5458160
1535772,790400
1535791,1096000
1535820,1642580
1535950,554120
1535959,1968500
1535964,1753690
1535995,618800
1535997,529600
1536059,1417600
1536150,511100
1536160,1163400
1536238,1572490
1536249,562980
1536335,798000
1536387,3077760
1536442,788300
1536475,3951340
1536556,521000
1536581,668750
1536638,624700
1536682,1379230
1536719,509470
1536725,570600
1536730,821000
1536846,506000
1536854,688900
1536878,1099919
1537015,525200
1537051,5580900
1537062,565600
1537151,646800
1537267,1278700
1537322,525360
1537331,1521000
1537340,853300
1537364,8516400
1537428,628000
1537494,565540
1537510,693800
1537518,971790
1537525,546800
1537531,2424430
1537532,1773250
1537576,597000
1537667,1172440
1537677,565500
1537690,987460
1537760,543800
1537762,793500
1537877,2949730
1538014,565180
1538026,726000
1538033,2557950
1538106,959910
1538153,3593300
1538165,554600
1538199,800000
1538202,927900
1538309,516000
1538311,1396000
1538352,535640
1538355,720400
1538414,2524990
1538514,702600
1538636,1165300
1538669,2893100
1538727,2216500
1538772,1505490
1538790,2369600
1538793,971000
1538800,1704800
1538903,600000
1538919,2210000
1538941,1313190
1538975,3626340
1538994,621420
1539012,1187530
1539016,856600
1539035,985100
1539085,635000
1539104,525200
1539122,699160
1539127,597000
1539153,594240
1539191,524600
1539262,1840000
1539309,502600
1539382,1693410
1539439,1076600
1539443,528000
1539523,597000
1539656,1405250
1539745,2376240
1539768,678700
1539778,1626820
1539840,568000
1539866,530400
1539893,1174560
1539909,1685000
1539915,664000
1539972,1397000
1540035,764000
1540045,760740
1540049,694500
1540288,802000
1540295,1174240
1540431,629000
1540492,720000
1540514,694000
1540584,4373760
1540642,940100
1540760,877300
1540788,598460
1540878,1593560
1540915,638900
1540920,775500
1540966,598000
1540972,580000
1540989,778500
1540994,768600
1541135,895800
1541203,607000
1541316,743690
1541377,762000
1541413,878000
1541419,698000
1541427,2348170
1541444,1199000
1541446,797000
1541537,2032000
1541583,596380
1541626,1488900
1541656,580580
1541657,1603000
1541746,860680
1541767,711750
1541768,1153700
1541818,1709400
1541863,558400
1542154,1350000
1542339,1941250
1542344,1229900
1542431,778450
1542435,558000
1542548,4480000
1542618,731200
1542756,1050600
1542807,505400
1542809,755260
1542998,576000
1543011,588500
1543037,678000
1543120,1068700
1543152,1225600
1543211,1857800
1543280,1027570
1543344,555800
1543400,528000
1543437,542000
1543489,697000
1543555,954500
1543610,858000
1543619,742700
1543698,1480500
1543714,899420
1544030,2810320
1544051,1083000
1544096,1338900
1544130,1090000
1544229,590500
1544341,592000
1544363,514000
1544386,752000
1544417,741630
1544427,792100
1544483,549600
1544543,1338430
1544554,1200470
1544673,702000
1544741,926400
1544749,3721090
1544842,835340
1545013,890610
1545043,817100
1545087,1341900
1545177,858060
1545261,598000
1545303,1867000
1545438,517400
1545447,520900
1545464,645300
1545490,1052200
1545569,979740
1545742,1007000
1545873,935800
1545926,916000
1545970,716700
1546068,1297440
1546098,532620
1546102,820840
1546125,1123430
1546290,1634900
1546329,1530000
1546345,1079310
1546395,1691200
1546462,574900
1546469,646000
1546582,598000
1546696,1508940
1546795,594000
1546863,554400
1546911,1237860
1547005,1207200
1547088,1486100
1547093,1574300
1547129,798200
1547137,818800
1547143,1857760
1547164,1034200
1547176,1082200
1547187,1106700
1547209,820700
1547277,1418900
1547374,548250
1547386,734200
1547397,649960
1547427,1695300
1547436,765280
1547492,725920
1547585,590600
1547637,531500
1547643,765390
1547769,506900
1547801,1063400
1547837,2264270
1547983,820800
1547984,906950
1548001,1287300
1548089,682510
1548104,774200
1548116,955540
1548120,950940
1548256,2436000
1548275,2930980
1548329,525000
1548337,1215100
1548385,1748200
1548408,1275200
1548419,5769010
1548426,603950
1548527,666300
1548656,572300
1548793,769370
1548815,835020
1548818,618800
1548943,1200400
1548999,1279900
1549028,623000
1549074,652160
1549122,4307870
1549161,630800
1549211,603080
1549315,504000
1549317,1633780
1549443,1831000
1549600,505570
1549611,1196000
1549639,527100
1549823,2047320
1549870,592700
1550067,7966730
1550082,1379520
1550142,1286260
1550163,1020200
1550194,1780000
1550211,3987700
1550267,527000
1550279,594200
1550371,1056120
1550405,1205000
1550553,816570
1550618,4257210
1550634,1229600
1550646,1033060
1550670,595000
1550835,643800
1550885,6004380
1550906,798600
1550935,3113000
1551008,1190840
1551050,599750
1551089,830000
1551198,1199320
1551243,808100
1551244,557300
1551288,875400
1551355,1116730
1551416,904800
1551431,888200
1551513,1625580
1551630,1064980
1551647,726920
1551776,570000
1551822,1464790
1551975,518000
1552027,673200
1552047,2653110
1552220,1070000
1552296,769000
1552318,650100
1552402,1265400
1552550,517000
1552591,1448420
1552763,1162800
1552777,507000
1552813,644000
1552835,505000
1552841,648000
1552900,1544800
1552936,836520
1552939,780000
1552983,656220
1553036,645000
1553070,1046000
1553134,514790
1553256,1237190
1553294,542400
1553343,550000
1553426,838000
1553546,550500
1553550,566300
1553553,738900
1553620,1015880
1553730,706700
1553750,825000
1553904,1275270
1553987,712000
1554046,687700
1554112,990500
1554130,1769000
1554345,883800
1554347,2484750
1554357,527000
1554470,2114600
1554481,593400
1554734,3992800
1554786,1595900
1554834,1121800
1554850,1090100
1554900,750850
1554993,1245500
1554996,1192800
1555046,796000
1555079,1396400
1555082,704000
1555205,533450
1555225,596710
1555253,1498860
1555275,1496000
1555280,1911220
1555317,3400990
1555352,1267280
1555473,501900
1555790,580480
1555836,617200
1555839,594700
1555853,883240
1555898,881100
1555962,800090
1556105,2407500
1556453,713500
1556573,1176000
1556612,528800
1556645,1150000
1556707,959000
1556727,558750
1556853,4430000
1556882,1384900
1556897,605600
1557222,4079520
1557266,564000
1557310,655200
1557337,836000
1557360,831020
1557416,1399800
1557499,1539000
1557551,986300
1557562,997670
1557579,568100
1557584,518000
1557713,696000
1557718,686850
1557720,2443000
1557788,1107780
1557793,516670
1557892,611500
1557918,928150
1557934,1537700
1557991,2940090
1558031,779550
1558070,788200
1558097,1131900
1558174,797520
1558222,760000
1558292,552400
1558295,945600
1558325,2364100
1558347,1571300
1558466,917300
1558472,2066240
1558560,823200
1558695,579800
1558717,697800
1558791,586800
1558969,574700
1559107,3664220
1559128,507000
1559366,3652740
1559376,695000
1559395,791500
1559572,609800
1559917,548600
1559993,528000
1560049,782300
1560142,762200
1560265,777100
1560383,1706430
1560402,529900
1560540,987000
1560559,3408500
1560565,997640
1560629,2005800
1560740,1050960
1560758,1833750
1560875,3144000
1560951,511600
1561114,754850
1561205,1225490
1561217,740000
1561235,588000
1561274,1521770
1561302,2187870
1561396,1193600
1561402,528780
1561458,1051900
1561510,1011400
1561517,608200
1561639,703750
1561672,824000
1561735,1808320
1561784,617100
1561824,541900
1561844,1651380
1561847,2727320
1561852,753000
1561865,688000
1561934,1648500
1562088,1857100
1562106,783900
1562115,516000
1562149,1945600
1562400,779000
1562456,1393500
1562614,963500
1562762,758700
1562772,2176000
1562782,1144000
1562787,634900
1562792,641360
1562811,968800
1562907,793700
1562928,516000
1563003,802900
1563021,3388000
1563069,992100
1563164,1873500
1563188,1239400
1563219,687000
1563295,635200
1563327,990300
1563341,512340
1563344,664470
1563431,1063020
1563594,1149835
1563746,2273060
1563800,1061970
1563801,838790
1563902,891790
1563928,1309830
1564011,1203650
1564135,555050
1564217,872680
1564245,622000
1564317,1432230
1564366,813800
1564384,660000
1564401,3403660
1564728,1089400
1564779,588000
1564804,1080300
1565155,532300
1565162,2726830
1565171,1031900
1565282,2535500
1565328,2526930
1565361,509100
1565423,2219700
1565464,970310
1565481,664350
1565621,770000
1565648,738000
1565748,1652600
1565906,616500
1566043,1061100
1566076,3107500
1566109,733300
1566165,536000
1566186,724700
1566236,558800
1566302,927900
1566453,1673860
1566476,776450
1566601,672800
1566631,1484500
1566719,718500
1566772,1151850
1566825,883700
1566848,1124820
1566880,846450
1566971,557300
1567077,518000
1567104,642140
1567127,504400
1567133,521100
1567155,1141700
1567231,2013680
1567272,1059600
1567327,945280
1567515,523800
1567557,3152700
1567576,596250
1567781,4079890
1567909,2493980
1567997,1013900
1568041,736270
1568073,517600
1568238,1009500
1568456,513600
1568552,509400
1568572,840000
1568692,2683790
1568705,743920
1568843,652500
1568883,580400
1568962,724540
1569118,969200
1569165,2952400
1569253,977000
1569310,1755500
1569382,668480
1569383,664500
1569489,895190
1569522,910640
1569627,2166600
1569693,2567000
1569710,556240
1569791,857700
1569833,691180
1569942,2310120
1569950,867500
1570018,1221000
1570043,1192900
1570178,858000
1570194,1568990
1570267,3520950
1570281,1543500
1570414,2122900
1570585,1298520
1570596,741500
1570667,6363470
1570718,956500
1570790,1077300
1570862,717250
1571013,622000
1571085,1026540
1571146,3586050
1571247,515000
1571252,978000
1571305,590000
1571318,535300
1571322,525000
1571461,1442000
1571517,537610
1571531,682800
1571554,697020
1571560,2119560
1571618,685700
1571671,935900
1571689,1720000
1571724,563260
1571756,605560
1571771,576000
1571832,643100
1571841,736800
1571913,530690
1571965,2117980
1572001,803400
1572024,649629
1572087,731550
1572104,1105900
1572196,690950
1572248,724600
1572266,2342920
1572277,2456300
1572352,914100
1572387,2041220
1572424,1258700
1572452,733000
1572545,1058100
1572691,503810
1572795,1330000
1572862,1149440
1572864,1245140
1572948,1215950
1572995,3399160
1573088,1835440
1573193,857200
1573294,517900
1573455,595250
1573498,597000
1573583,603880
1573629,603700
1573684,1484690
1573759,2191800
1573790,1393090
1573849,1539170
1573893,1107400
1573900,544380
1573945,881000
1573957,2696800
1574042,1106400
1574113,1601260
1574224,1980000
1574279,616500
1574329,960710
1574416,734380
1574497,747700
1574520,508300
1574579,1128000
1574605,886700
1574651,1863700
1574706,641000
1574739,754470
1574833,540000
1574905,1100900
1574935,678260
1575033,541100
1575054,885500
1575056,556000
1575057,1193350
1575128,1301250
1575163,704050
1575221,557000
1575258,547000
1575270,544000
1575309,1439100
1575331,537600
1575362,4761500
1575443,1611900
1575491,504600
1575493,4441220
1575510,627780
1575554,791600
1575599,2793000
1575628,5003700
1575672,817000
1575697,1063600
1575835,2826200
1575929,605800
1576001,816950
1576073,598510
1576076,1103800
1576111,1380000
1576117,1111100
1576150,875160
1576203,543200
1576254,962390
1576292,4231000
1576371,722700
1576377,739220
1576556,1454700
1576630,989400
1576715,626900
1576767,860000
1576768,938000
1576812,513000
1576852,1210180
1576939,760810
1576985,1002800
1577035,872300
1577147,679000
1577176,1034000
1577193,577100
1577258,621600
1577273,1222650
1577287,559920
1577362,507000
1577400,1458500
1577487,744300
1577506,786200
1577773,1510710
1577795,544800
1577802,1472980
1577814,1602950
1577863,778000
1577889,1009620
1577895,3048000
1577921,928000
1577951,3383330
1578056,750560
1578071,749400
1578075,797000
1578172,1794910
1578243,558600
1578280,1702000
1578319,1793900
1578326,617650
1578434,2016320
1578442,585600
1578521,639810
1578613,1045000
1578886,540000
1578960,1454200
1578966,1196800
1578984,529400
1579159,1196020
1579174,1251760
1579484,617040
1579567,1110900
1579615,1390500
1579653,1492810
1579664,1062300
1579741,1258000
1579923,616100
1579987,732400
1580024,3462250
1580061,1220400
1580109,513300
1580111,960000
1580142,1210000
1580280,718280
1580281,643000
1580340,552600
1580400,632200
1580449,1323100
1580529,1757980
1580536,518000
1580538,982750
1580621,551560
1580708,1261700
1580737,704500
1580865,516500
1580884,598000
1580902,641330
1580958,1563290
1581000,882450
1581075,2214000
1581092,2329100
1581122,789700
1581128,601700
1581176,805050
1581189,877600
1581225,578710
1581235,571080
1581303,745950
1581490,999000
1581495,926630
1581533,2096000
1581551,579000
1581595,1733480
1581596,705000
1581637,597890
1581731,653570
1581761,1824270
1581811,987200
1581863,2915660
1581888,901800
1581953,504900
1582061,2980670
1582191,539000
1582262,694900
1582288,804200
1582319,1188360
1582424,878500
1582436,4340000
1582481,2059000
1582507,857600
1582579,1292110
1582584,743580
1582624,2217370
1582824,649000
1582923,2710000
1582933,690800
1582937,571800
1582948,547400
1583041,712000
1583088,1496000
1583194,501600
1583249,744000
1583259,541000
1583271,745700
1583273,1150840
1583275,1038000
1583344,1043300
1583348,676000
1583366,1336620
1583394,1004000
1583428,764000
1583480,779920
1583844,1101800
1583869,798360
1584018,561800
1584036,1848600
1584046,844000
1584123,650040
1584139,1917700
1584166,1118000
1584200,966450
1584208,2926690
1584329,649400
1584365,2417930
1584461,765900
1584500,731500
1584521,733850
1584523,746000
1584573,4650000
1584599,3004130
1584603,1668000
1584611,600800
1584666,4000200
1584698,711500
1584789,677540
1584798,1730290
1584866,555800
1584943,680000
1584967,2660980
1585029,751610
1585033,1654520
1585103,847000
1585390,720000
1585454,3051200
1585465,576450
1585478,545000
1585532,2238810
1585591,1877640
1585670,856000
1585727,974400
1585751,1742100
1585863,985220
1585901,1016000
1585990,1313360
1586011,832810
1586013,1667010
1586087,590600
1586099,582000
1586248,606000
1586272,1656500
1586311,654000
1586348,3749510
1586416,544900
1586532,628000
1586553,561700
1586571,1614000
1586606,2004000
1586631,642150
1586637,653500
1586768,653070
1586783,798000
1586831,1534110
1586860,551600
1586960,1165600
1586966,754800
1586990,578000
1587029,1173640
1587103,1467700
1587125,700000
1587137,3081000
1587166,1086000
1587176,1614000
1587296,559700
1587408,601000
1587437,506600
1587452,4698000
1587592,3338000
1587618,1241800
1587659,1177800
1587749,606500
1587833,538400
1587841,701700
1587943,1998000
1587968,981000
1587982,1044000
1588000,1924740
1588026,571400
1588165,995800
1588233,2197620
1588278,1189570
1588387,1892000
1588398,709300
1588602,528500
1588662,601300
1588665,584200
1588671,1792360
1588725,1354800
1588734,1000000
1588746,1356890
1588756,1513000
1588806,2230860
1588816,591000
1588846,1119280
1588914,1046300
1588938,736800
1588951,763400
1589063,511500
1589070,814360
1589080,1184500
1589090,540000
1589108,2585810
1589133,926200
1589141,633500
1589182,1979960
1589256,1974700
1589280,1455090
1589281,912000
1589309,528950
1589369,1899080
1589387,650200
1589434,1080270
1589514,697700
1589775,1791900
1589782,952800
1589806,742800
1589838,733530
1589980,1483400
1589998,519700
1590019,570700
1590050,886000
1590075,555750
1590105,1058090
1590256,4588320
1590307,522500
1590382,927000
1590451,609400
1590474,1720100
1590630,1094500
1590770,956700
1590777,701000
1590796,2576600
1590838,625600
1590989,556200
1591132,1319690
1591242,2966790
1591271,538270
1591431,766400
1591531,4100360
1591641,1198000
1591652,931200
1591674,1116300
1591714,509100
1591727,533600
1591762,1580000
1591866,1700300
1591929,750740
1591940,689900
1591970,575000
1592025,609000
1592091,639100
1592094,832190
1592291,843500
1592313,910700
1592330,5687770
1592338,639900
1592412,925700
1592420,683000
1592501,601000
1592504,1692000
1592506,913700
1592666,1040100
1592685,587000
1592786,998000
1592794,505500
1592894,776600
1592916,518900
1592924,1096480
1592930,626300
1592975,1585000
1593027,682660
1593068,782200
1593115,3568520
1593130,514000
1593136,755300
1593171,1380950
1593207,684110
1593267,718480
1593319,798000
1593361,1211200
1593610,1991620
1593679,1447400
1593716,1007810
1593755,760830
1593770,1803000
1593796,930400
1593893,557280
1593926,1059800
1593941,546000
1593964,1326000
1593992,2795890
1594024,601510
1594039,1746630
1594176,573000
1594231,1358000
1594258,639000
1594450,505900
1594482,568450
1594546,600800
1594547,1182860
1594584,724370
1594613,748190
1594647,1049800
1594739,966900
1594763,2409710
1594773,782200
1594775,612800
1594821,583570
1594939,527670
1595063,578000
1595072,540640
1595096,545940
1595206,604400
1595220,534600
1595231,544800
1595255,2062100
1595322,772500
1595490,538500
1595548,1136000
1595586,763000
1595626,538100
1595671,3151050
1595732,519800
1595744,531700
1595781,504000
1595929,513200
1595938,522900
1595939,767280
1595994,4081000
1596027,590420
1596104,639000
1596210,1088900
1596335,639000
1596389,2107480
1596432,507640
1596493,844700
1596610,566160
1596698,674400
1596736,1785610
1596745,709120
1596746,734700
1596804,1859400
1596816,545800
1596847,518480
1596873,3084430
1596923,1509400
1596970,752760
1597075,1141290
1597138,1602070
1597143,1193100
1597259,757020
1597404,871000
1597526,3369630
1597576,554040
1597776,900000
1597861,582000
1597910,3598300
1598001,560000
1598023,2163800
1598073,2129100
1598090,588000
1598147,503110
1598172,1071400
1598266,736000
1598343,3287880
1598364,1009400
1598494,1375000
1598501,720000
1598581,767450
1598672,4410280
1598681,821500
1598817,647500
1599023,554800
1599068,581300
1599082,511200
1599184,938500
1599185,522000
1599193,736000
1599250,650800
1599262,537100
1599292,782000
1599296,1056800
1599322,1980800
1599431,549660
1599460,728700
1599577,778000
1599586,1071100
1599589,687000
1599643,588000
1599711,918000
1599737,2504850
1599742,579000
1599754,536200
1599824,637200
1599888,605500
1599917,525530
1599967,657600
1600144,655400
1600188,728870
1600245,650870
1600265,858000
1600279,1290600
1600378,898800
1600424,549800
1600447,754900
1600451,934500
1600479,1488000
1600488,13840800
1600495,546400
1600506,786260
1600508,6404090
1600513,1323240
1600517,7813410
1600562,1203500
1600673,2832970
1600732,501500
1600849,501200
1600901,864500
1600974,13899910
1601013,808000
1601041,517800
1601068,678500
1601151,1345170
1601276,832000
1601288,4162650
1601339,843200
1601361,511120
1601424,1009600
1601425,3000450
1601467,537460
1601497,595000
1601573,1314100
1601576,1330470
1601655,1144660
1601718,2149620
1601725,672000
1601742,610000
1601778,1222990
1601934,746000
1601991,500130
1602112,611200
1602143,1467000
1602179,1966530
1602281,1114660
1602555,917150
1602558,578000
1602584,1048400
1602742,2611120
1602811,864100
1602881,779040
1602955,722000
1602960,1244800
1603002,675800
1603022,785000
1603072,578400
1603103,1336850
1603203,575500
1603272,656820
1603373,715470
1603393,1276450
1603421,578500
1603436,1944910
1603570,2905350
1603576,754640
1603597,1533710
1603611,2755860
1603658,534000
1603827,2298100
1603860,7149200
1603897,775400
1603979,2348580
1603985,1508800
1604017,1738000
1604025,1004800
1604056,1267400
1604066,1159350
1604119,541800
1604212,1728100
1604431,1734130
1604478,594170
1604607,1965860
1604636,556140
1604730,846000
1604779,911500
1604798,768000
1604913,1511000
1604916,782250
1604969,1099250
1605079,606300
1605166,622710
1605262,598090
1605264,1004600
1605309,999000
1605351,1313500
1605365,787400
1605393,540400
1605443,1240350
1605445,504100
1605502,940230
1605515,1027800
1605544,594000
1605790,2170500
1605800,798000
1605875,736750
1605891,605000
1605983,748600
1606021,831250
1606088,1041100
1606159,1281690
1606162,5458000
1606186,1952900
1606218,626900
1606233,764300
1606238,546800
1606250,863220
1606253,573000
1606276,543900
1606285,572100
1606512,1343000
1606518,733000
1606527,928880
1606531,670730
1606554,520200
1606656,501220
1606827,678300
1606889,1294500
1606903,520000
1606930,687460
1606950,1626300
1606955,968000
1606957,1892000
1607163,729000
1607179,834000
1607206,1086000
1607358,1325800
1607365,747240
1607430,2523300
1607458,640270
1607461,558000
1607483,561600
1607507,749840
1607529,845260
1607532,933500
1607540,7122360
1607576,848000
1607588,828300
1607628,507800
1607943,4898170
1607954,782340
1607979,827660
1608002,661400
1608103,4326600
1608248,789470
1608343,813900
1608438,506850
1608456,749440
1608457,557900
1608633,1054620
1608651,1572760
1608745,557300
1608755,588930
1608819,1432430
1608856,740000
1608957,743850
1609038,965300
1609440,549000
1609444,767900
1609458,661500
1609484,527800
1609559,811900
1609729,656300
1609804,14113760
1609935,545100
1609985,4984760
1610100,1779100
1610145,504700
1610184,521500
1610274,3975900
1610303,2569800
1610305,848100
1610334,630500
1610359,989000
1610400,2896890
1610428,804000
1610436,550000
1610543,592300
1610577,694460
1610630,669800
1610646,898770
1610660,1301800
1610708,584860
1610740,658240
1610803,1433930
1610808,1108300
1610823,1082850
1610903,1818180
1610947,1089000
1611009,1012000
1611185,696100
1611312,2611200
1611368,639210
1611370,1040000
1611426,736900
1611441,849900
1611485,824200
1611491,1195000
1611512,955100
1611572,924420
1611670,1176100
1611721,1355300
1611799,712690
1611934,2500000
1612148,670400
1612191,640000
1612207,2316000
1612344,1060000
1612355,793500
1612363,617700
1612367,1803250
1612436,653300
1612503,751790
1612552,1578880
1612586,1669400
1612602,923000
1612664,601910
1612727,3159980
1612868,523130
1612904,2704000
1612973,1024200
1613027,3042800
1613125,1391500
1613217,1046100
1613308,778700
1613384,1090400
1613497,516000
1613533,536110
1613536,597000
1613551,1773100
1613619,612200
1613703,3335800
