,CLNT_ID,value
60955,1415081,837100
60956,1460553,837100
60957,4554686,837100
60958,4595902,837100
60959,6077178,837100
60960,6234330,837100
60961,4113388,837050
60962,327963,837030
60963,6278307,837020
60964,237748,837000
60965,737866,837000
60966,876610,837000
60967,1197383,837000
60968,1347394,837000
60969,1507005,837000
60970,2328051,837000
60971,3391788,837000
60972,4584492,837000
60973,4622133,837000
60974,4892200,837000
60975,5012542,837000
60976,5323288,837000
60977,5544891,837000
60978,5866631,837000
60979,6038643,837000
60980,6069551,837000
60981,6194200,837000
60982,6330332,837000
60983,6562322,837000
60984,4763791,836970
60985,1226512,836950
60986,3567180,836940
60987,4807593,836940
60988,5991177,836940
60989,202813,836900
60990,306106,836900
60991,574216,836900
60992,1074779,836900
60993,3661906,836900
60994,3837383,836900
60995,6380591,836900
60996,202258,836860
60997,3840994,836850
60998,6057917,836850
60999,219912,836800
61000,631370,836800
61001,1086459,836800
61002,2920568,836800
61003,6291176,836800
61004,6417796,836800
61005,1210610,836780
61006,5093203,836750
61007,2302083,836740
61008,6567592,836710
61009,887016,836700
61010,2654855,836700
61011,3468042,836700
61012,3485323,836700
61013,4149778,836700
61014,4647786,836700
61015,2186307,836660
61016,6402847,836650
61017,3762849,836640
61018,5614631,836640
61019,1142917,836600
61020,2047518,836600
61021,2934844,836600
61022,3524305,836600
61023,5393029,836600
61024,6171394,836600
61025,959019,836590
61026,2267282,836560
61027,2250231,836550
61028,4505823,836540
61029,5494182,836540
61030,1552936,836520
61031,6288698,836520
61032,1020373,836500
61033,1869578,836500
61034,4221049,836500
61035,6426127,836500
61036,3371207,836460
61037,4130664,836450
61038,5272961,836420
61039,2425763,836400
61040,3243903,836400
61041,5820705,836400
61042,6141249,836400
61043,3715738,836380
61044,248873,836350
61045,1828242,836340
61046,143605,836300
61047,762810,836300
61048,2309286,836300
61049,2856786,836300
61050,5180948,836300
61051,5957290,836300
61052,624908,836270
61053,1288640,836250
61054,1747176,836250
61055,5150074,836250
61056,1754156,836210
61057,3065286,836210
61058,2174113,836200
61059,2628601,836200
61060,3203117,836200
61061,6501460,836170
61062,5015552,836160
61063,4994642,836140
61064,2621143,836120
61065,1108254,836100
61066,6172279,836080
61067,5245869,836060
61068,3006336,836030
61069,5979442,836010
61070,143226,836000
61071,347585,836000
61072,842865,836000
61073,1420603,836000
61074,1443390,836000
61075,1557337,836000
61076,1979329,836000
61077,2012392,836000
61078,2037287,836000
61079,2435996,836000
61080,2669550,836000
61081,2734245,836000
61082,3495696,836000
61083,3612781,836000
61084,3758903,836000
61085,3964326,836000
61086,4177573,836000
61087,4691189,836000
61088,4777820,836000
61089,5461421,836000
61090,5786032,836000
61091,5923006,836000
61092,5976783,836000
61093,6319647,836000
61094,6416363,836000
61095,1904072,835950
61096,4117572,835950
61097,5131256,835950
61098,2677198,835940
61099,4043467,835920
61100,508725,835900
61101,6255680,835900
61102,6308024,835900
61103,620028,835880
61104,2373255,835880
61105,4700097,835880
61106,1822894,835870
61107,652862,835850
61108,433013,835800
61109,1885899,835800
61110,1935256,835800
61111,2644379,835800
61112,4285029,835800
61113,4694735,835800
61114,5013795,835800
61115,2303624,835720
61116,5080707,835710
61117,475820,835700
61118,521028,835700
61119,1394663,835700
61120,5471762,835700
61121,3121059,835620
61122,1049918,835600
61123,1709162,835600
61124,3887718,835600
61125,4075830,835600
61126,4499582,835600
61127,4640542,835600
61128,5588638,835600
61129,5392903,835520
61130,77432,835500
61131,745895,835500
61132,1669494,835500
61133,1889233,835500
61134,2995705,835500
61135,3236108,835500
61136,4065272,835500
61137,3220356,835420
61138,4627718,835420
61139,435970,835400
61140,563944,835400
61141,2493448,835400
61142,3084598,835400
61143,4389371,835400
61144,6134040,835400
61145,2324750,835390
61146,910991,835380
61147,1102056,835350
61148,1544842,835340
61149,2736722,835300
61150,4396763,835300
61151,4984144,835300
61152,3191420,835240
61153,1441364,835220
61154,4391513,835210
61155,171202,835200
61156,1712108,835200
61157,2073007,835200
61158,2340792,835200
61159,2364743,835200
61160,3761975,835200
61161,4763840,835200
61162,4663091,835180
61163,5458068,835150
61164,4013328,835110
61165,703400,835100
61166,3641404,835100
61167,4268344,835100
61168,6584526,835100
61169,112333,835060
61170,6430561,835060
61171,2774697,835050
61172,6401935,835040
61173,1548815,835020
61174,270152,835000
61175,484952,835000
61176,1730563,835000
61177,2335045,835000
61178,2877425,835000
61179,2906118,835000
61180,3017178,835000
61181,3681619,835000
61182,4134248,835000
61183,4370661,835000
61184,4619946,835000
61185,4660048,835000
61186,4717601,835000
61187,6564306,835000
61188,1426432,834940
61189,6530390,834940
61190,1155519,834900
61191,2582700,834900
61192,4099273,834900
61193,5684899,834900
61194,3182823,834880
61195,3579151,834880
61196,812261,834870
61197,4459962,834850
61198,1908770,834800
61199,2737789,834800
61200,2889493,834800
61201,5035151,834800
61202,4083022,834770
61203,4643291,834720
61204,1244114,834700
61205,2497443,834700
61206,4624962,834700
61207,5706692,834700
61208,2635963,834650
61209,2391518,834640
61210,655367,834600
61211,744040,834600
61212,840941,834600
61213,4349319,834600
61214,4448879,834600
61215,1783872,834550
61216,6100157,834520
61217,3751770,834500
61218,4103559,834500
61219,4628111,834500
61220,5851050,834500
61221,5554592,834480
61222,1103661,834450
61223,6391027,834440
61224,2271569,834400
61225,2626183,834400
61226,2731471,834400
61227,3122712,834400
61228,3204147,834400
61229,3974043,834400
61230,5081286,834400
61231,6326828,834400
61232,2924950,834399
61233,4051298,834380
61234,1474101,834330
61235,6118925,834330
61236,1838009,834310
61237,949554,834300
61238,1824589,834300
61239,3244269,834300
61240,5382863,834300
61241,6023691,834300
61242,1262107,834260
61243,2873543,834260
61244,592474,834200
61245,2851328,834200
61246,2851694,834200
61247,6571194,834200
61248,5353555,834110
61249,4046949,834100
61250,4971123,834100
61251,6371364,834100
61252,6572373,834100
61253,5797492,834090
61254,6414504,834090
61255,76441,834060
61256,2139941,834060
61257,6237678,834060
61258,1098888,834050
61259,2805822,834050
61260,5641686,834050
61261,583991,834000
61262,654510,834000
61263,901778,834000
61264,979099,834000
61265,1607179,834000
61266,1775817,834000
61267,2389017,834000
61268,2632548,834000
61269,3035664,834000
61270,3200900,834000
61271,3388702,834000
61272,4774503,834000
61273,4900431,834000
61274,5042155,834000
61275,5585158,834000
61276,5686055,834000
61277,5995604,834000
61278,6024710,834000
61279,6188085,834000
61280,6280289,834000
61281,4638557,833970
61282,3534237,833950
61283,3021988,833900
61284,3159405,833900
61285,3484799,833900
61286,5382148,833900
61287,5960100,833900
61288,6373404,833900
61289,1719477,833820
61290,255506,833800
61291,369535,833800
61292,1097469,833800
61293,2582328,833800
61294,2713920,833800
61295,3509385,833800
61296,3905913,833800
61297,5381338,833800
61298,5894336,833780
61299,5191881,833750
61300,843956,833700
61301,1830958,833700
61302,2225752,833700
61303,5079665,833700
61304,4470411,833640
61305,2293213,833610
61306,270076,833600
61307,1116476,833600
61308,3403985,833600
61309,4689604,833600
61310,4987069,833600
61311,5865860,833600
61312,2093131,833580
61313,1339127,833570
61314,43525,833500
61315,6423314,833500
61316,4893362,833480
61317,1759459,833460
61318,145982,833440
61319,104984,833400
61320,469127,833400
61321,938075,833400
61322,2562643,833400
61323,4383070,833400
61324,6461313,833400
61325,6145627,833380
61326,648059,833350
61327,4110456,833340
61328,138785,833320
61329,1380494,833300
61330,2360509,833300
61331,2598526,833300
61332,3115587,833300
61333,3233557,833300
61334,3261799,833300
61335,4792824,833300
61336,6456591,833300
61337,947652,833270
61338,5093020,833270
61339,5111101,833260
61340,5460893,833240
61341,5803247,833240
61342,6292030,833240
61343,3883182,833200
61344,3962438,833200
61345,4153186,833200
61346,5307725,833200
61347,6053072,833200
61348,1956894,833180
61349,1157150,833120
61350,4950274,833110
61351,3229241,833100
61352,2298635,833070
61353,148786,833000
61354,1183181,833000
61355,1201662,833000
61356,1526354,833000
61357,1533848,833000
61358,2442575,833000
61359,2879843,833000
61360,3638915,833000
61361,4424731,833000
61362,4525503,833000
61363,4769934,833000
61364,4782502,833000
61365,5057563,833000
61366,5384382,833000
61367,4237805,832950
61368,347249,832920
61369,1931647,832910
61370,712233,832900
61371,1934524,832900
61372,4573679,832900
61373,5790695,832900
61374,6370865,832900
61375,990624,832850
61376,5405503,832830
61377,1586011,832810
61378,143522,832800
61379,356997,832800
61380,1899009,832800
61381,2569373,832800
61382,3701113,832800
61383,6108080,832780
61384,3656120,832770
61385,6418354,832750
61386,673438,832700
61387,3376105,832700
61388,3520613,832700
61389,314575,832600
61390,392286,832600
61391,1904273,832600
61392,2409428,832600
61393,3115226,832600
61394,4487637,832600
61395,5842211,832600
61396,3446291,832590
61397,4987206,832550
61398,1274897,832540
61399,3453320,832520
61400,664905,832500
61401,1517763,832500
61402,2732219,832500
61403,3821238,832500
61404,4628270,832500
61405,5627791,832500
61406,4246558,832460
61407,457240,832450
61408,5111639,832450
61409,6447701,832450
61410,3564510,832400
61411,3824229,832400
61412,4925213,832400
61413,6165894,832400
61414,6553171,832400
61415,1226388,832370
61416,5744667,832350
61417,1288543,832330
61418,5152355,832330
61419,2240066,832320
61420,54015,832300
61421,793607,832300
61422,2140040,832300
61423,2444428,832300
61424,2943965,832300
61425,5102081,832300
61426,6372945,832300
61427,2338478,832230
61428,1291006,832200
61429,2515546,832200
61430,4141438,832200
61431,4666809,832200
61432,5735331,832200
61433,1592094,832190
61434,3785419,832120
61435,1986777,832110
61436,425883,832100
61437,3726408,832100
61438,4690687,832100
61439,4977864,832100
61440,6358376,832100
61441,6542810,832100
61442,861944,832050
61443,1329628,832050
61444,3555450,832050
61445,6390088,832050
61446,3583690,832030
61447,139338,832000
61448,171368,832000
61449,276931,832000
61450,688340,832000
61451,762864,832000
61452,1601276,832000
61453,1803934,832000
61454,1846798,832000
61455,2312537,832000
61456,2343020,832000
61457,2797261,832000
61458,3355815,832000
61459,3606893,832000
61460,3652904,832000
61461,4109196,832000
61462,5103041,832000
61463,5430866,832000
61464,5905086,832000
61465,5906284,832000
61466,6267767,832000
61467,6340637,832000
61468,6340661,832000
61469,6390618,832000
61470,6504324,832000
61471,461562,831900
61472,976812,831900
61473,1677002,831900
61474,4113013,831900
61475,4576428,831900
61476,5475405,831900
61477,5627027,831900
61478,5696744,831900
61479,5847759,831900
61480,426360,831890
61481,5472293,831850
61482,2137768,831800
61483,6142951,831800
61484,5923600,831790
61485,670422,831780
61486,6131053,831780
61487,2625492,831760
61488,1845772,831720
61489,1061594,831700
61490,1516640,831700
61491,5301365,831700
61492,510295,831680
61493,1131166,831660
61494,6534666,831650
61495,1295238,831600
61496,3638045,831600
61497,4793812,831600
61498,4938460,831600
61499,5101384,831600
61500,5181140,831600
61501,5272850,831600
61502,6483495,831600
61503,6580714,831600
61504,352968,831590
61505,473464,831590
61506,5839995,831570
61507,3555034,831540
61508,777829,831520
61509,1028355,831500
61510,2962836,831500
61511,6283565,831500
61512,183724,831490
61513,2087995,831480
61514,5275874,831480
61515,5606347,831460
61516,4648198,831450
61517,6588321,831450
61518,42279,831400
61519,224208,831400
61520,1435760,831400
61521,1706405,831400
61522,4188005,831390
61523,6553516,831370
61524,344780,831360
61525,2200419,831350
61526,2069041,831320
61527,4598871,831320
61528,6125771,831320
61529,1158118,831310
61530,332264,831300
61531,1507928,831300
61532,3013398,831300
61533,3514040,831300
61534,3824679,831300
61535,4087440,831300
61536,4807604,831300
61537,4843205,831300
61538,5327862,831300
61539,5894794,831300
61540,3382375,831290
61541,3455206,831270
61542,4582770,831260
61543,1606021,831250
61544,2882352,831250
61545,3069833,831250
61546,3333298,831250
61547,344367,831230
61548,6047951,831218
61549,1976444,831200
61550,2867348,831200
61551,3057539,831200
61552,3230272,831200
61553,5365498,831200
61554,6280607,831200
61555,6373085,831200
61556,4528412,831180
61557,226480,831160
61558,694307,831140
61559,637100,831100
61560,3545584,831100
61561,4372220,831100
61562,5084284,831100
61563,5824812,831100
61564,5992080,831100
61565,6261234,831100
61566,2758549,831060
61567,1420783,831040
61568,1557360,831020
61569,851948,831000
61570,1468915,831000
61571,1682914,831000
61572,2257673,831000
61573,2299943,831000
61574,2518175,831000
61575,3258240,831000
61576,3443157,831000
61577,4920802,831000
61578,5784262,831000
61579,5864078,831000
61580,6516103,831000
61581,4556354,830950
61582,1292428,830920
61583,4762683,830920
61584,1001853,830900
61585,1129060,830900
61586,1497562,830900
61587,2217205,830900
61588,5620262,830900
61589,5626223,830900
61590,3193472,830890
61591,5020098,830880
61592,1305440,830870
61593,6223793,830840
61594,3027952,830820
61595,1430749,830800
61596,1463181,830800
61597,3032266,830800
61598,3460713,830800
61599,4741657,830800
61600,6085841,830800
61601,6189838,830800
61602,6257316,830800
61603,6513267,830800
61604,5975057,830770
61605,1984747,830760
61606,527872,830700
61607,2669509,830700
61608,3549691,830700
61609,4574067,830700
61610,4656920,830700
61611,4667329,830700
61612,3041674,830630
61613,2761827,830610
61614,245371,830600
61615,3153725,830570
61616,5112900,830560
61617,1349776,830550
61618,4025923,830510
61619,306973,830500
61620,1475920,830500
61621,1993989,830500
61622,3062982,830500
61623,3173075,830500
61624,5364321,830500
61625,5522319,830500
61626,3934369,830460
61627,4701511,830450
61628,5179002,830420
61629,5233540,830420
61630,390418,830400
61631,690630,830400
61632,1224611,830400
61633,3466054,830400
61634,3942927,830400
61635,5574927,830400
61636,866380,830370
61637,3550944,830360
61638,128116,830300
61639,606218,830300
61640,1302147,830300
61641,1725251,830300
61642,2110897,830300
61643,3148916,830300
61644,4519012,830300
61645,5084595,830300
61646,1501848,830240
61647,2335349,830240
61648,1820696,830200
61649,4020080,830200
61650,4214698,830200
61651,16426,830190
61652,1350129,830150
61653,1401502,830100
61654,6518847,830100
61655,6108232,830070
61656,6334552,830070
61657,2499469,830020
61658,3059114,830020
61659,180536,830000
61660,913929,830000
61661,1062452,830000
61662,1071474,830000
61663,1551089,830000
61664,1687032,830000
61665,1755533,830000
61666,2493790,830000
61667,2587299,830000
61668,2609449,830000
61669,2718591,830000
61670,2718706,830000
61671,3077832,830000
61672,3318520,830000
61673,3678180,830000
61674,3699411,830000
61675,3869600,830000
61676,3885121,830000
61677,3917893,830000
61678,4116556,830000
61679,5185320,830000
61680,5340292,830000
61681,5563980,830000
61682,5573334,830000
61683,5927511,830000
61684,6123788,830000
61685,6159782,830000
61686,1711687,829930
61687,902915,829900
61688,1501653,829900
61689,4671913,829900
61690,5366267,829900
61691,5725064,829900
61692,6060091,829900
61693,4406299,829890
61694,1920375,829880
61695,2319418,829870
61696,254004,829850
61697,4400375,829850
61698,2226048,829820
61699,1134939,829800
61700,1516803,829800
61701,1623611,829800
61702,1822799,829800
61703,1882606,829800
61704,2023959,829800
61705,2597293,829800
61706,3086123,829800
61707,4169374,829800
61708,4258462,829800
61709,4918365,829800
61710,6547722,829800
61711,798518,829790
61712,6068109,829740
61713,1752115,829730
61714,6346753,829720
61715,3238167,829710
61716,3078280,829700
61717,4811145,829700
61718,4955936,829700
61719,5531296,829700
61720,4019835,829690
61721,2211364,829680
61722,4335100,829680
61723,6264895,829620
61724,6530616,829600
61725,3548160,829580
61726,2633697,829570
61727,42185,829510
61728,2081675,829510
61729,471076,829500
61730,4026079,829500
61731,5744155,829500
61732,2520447,829470
61733,5687486,829450
61734,4616822,829430
61735,3423497,829410
61736,629227,829400
61737,1246277,829400
61738,1298063,829400
61739,1946618,829400
61740,2229896,829400
61741,4845024,829400
61742,4491376,829340
61743,1319289,829300
61744,1633038,829300
61745,1822606,829300
61746,2868163,829300
61747,3780225,829300
61748,4233348,829300
61749,1665645,829250
61750,5078634,829230
61751,179284,829200
61752,973444,829200
61753,1323461,829200
61754,2146481,829200
61755,3600319,829200
61756,5715120,829200
61757,2804374,829170
61758,5053071,829170
61759,206080,829160
61760,984343,829100
61761,1804131,829100
61762,2385618,829100
61763,2499442,829100
61764,2715586,829100
61765,4917863,829100
61766,4947238,829100
61767,5138672,829100
61768,6326478,829090
61769,314909,829070
61770,3121581,829060
61771,3324096,829060
61772,1654909,829050
61773,4904597,829030
61774,321774,829000
61775,666295,829000
61776,1170215,829000
61777,1222355,829000
61778,3578718,829000
61779,3612487,829000
61780,3637220,829000
61781,5251721,829000
61782,5264164,829000
61783,5543509,829000
61784,5964345,829000
61785,6106636,829000
61786,6326186,829000
61787,6463953,829000
61788,6479233,829000
61789,1121402,828990
61790,5258089,828970
61791,45701,828960
61792,2507515,828950
61793,500911,828910
61794,472503,828900
61795,725867,828900
61796,845308,828900
61797,1660672,828900
61798,2933717,828900
61799,5081282,828900
61800,5522743,828900
61801,606605,828800
61802,1000943,828800
61803,1453400,828800
61804,1710816,828800
61805,2993970,828800
61806,4330659,828800
61807,5344883,828800
61808,4379337,828760
61809,4742543,828740
61810,5913292,828740
61811,5773169,828720
61812,3695734,828700
61813,5163704,828700
61814,1721523,828630
61815,2295092,828610
61816,1686094,828600
61817,2166832,828600
61818,2251884,828600
61819,3426973,828600
61820,5005487,828600
61821,244386,828530
61822,1650610,828500
61823,4381144,828500
61824,5946413,828500
61825,6565668,828500
61826,268434,828470
61827,5461586,828460
61828,5189483,828450
61829,2229656,828400
61830,3603962,828400
61831,4537300,828400
61832,5243824,828400
61833,5899211,828400
61834,4093539,828370
61835,3140654,828340
61836,4297707,828320
61837,1607588,828300
61838,3845931,828300
61839,5187690,828300
61840,5695752,828300
61841,5717902,828300
61842,5405812,828240
61843,739211,828200
61844,4521559,828200
61845,5343763,828200
61846,3035856,828170
61847,1487132,828100
61848,3779751,828100
61849,3911921,828100
61850,3976560,828100
61851,4381525,828100
61852,6498431,828100
61853,5555018,828080
61854,3417517,828050
61855,4745659,828050
61856,6574766,828050
61857,189451,828000
61858,347376,828000
61859,601240,828000
61860,995345,828000
61861,1187924,828000
61862,2024968,828000
61863,2273349,828000
61864,2543858,828000
61865,3023980,828000
61866,3106984,828000
61867,3389056,828000
61868,3788136,828000
61869,3851595,828000
61870,3953277,828000
61871,4055047,828000
61872,4240804,828000
61873,4456593,828000
61874,4614616,828000
61875,4955099,828000
61876,5091466,828000
61877,5265742,828000
61878,5362210,828000
61879,5780309,828000
61880,6206762,828000
61881,6229107,828000
61882,6276853,828000
61883,6434335,828000
61884,6564269,828000
61885,4220896,827930
61886,4273364,827900
61887,4522404,827900
61888,5652084,827900
61889,5992116,827900
61890,6386801,827900
61891,1406349,827880
61892,5397151,827850
61893,1135524,827840
61894,918660,827820
61895,5042192,827820
61896,3835464,827810
61897,103619,827800
61898,1860952,827800
61899,3692628,827800
61900,6015257,827800
61901,6062830,827800
61902,6330820,827800
61903,457774,827780
61904,2217085,827750
61905,6155050,827730
61906,228635,827700
61907,1525983,827700
61908,2432926,827700
61909,3081492,827700
61910,4271729,827700
61911,5973774,827700
61912,6398089,827700
61913,2480742,827670
61914,1607979,827660
61915,2281301,827640
61916,3987673,827630
61917,416642,827620
61918,1141950,827600
61919,4795491,827600
61920,5550075,827600
61921,5646813,827600
61922,6472530,827600
61923,5568536,827580
61924,1691434,827540
61925,4850406,827540
61926,2135275,827500
61927,2583200,827500
61928,2820322,827500
61929,3656425,827500
61930,4117752,827500
61931,5035018,827500
61932,5970361,827500
61933,6562512,827500
61934,4767825,827440
61935,203826,827380
61936,1857332,827360
61937,1880448,827340
61938,4161818,827330
61939,204088,827300
61940,855180,827300
61941,1125238,827300
61942,3922983,827300
61943,4096563,827250
61944,2012712,827230
61945,713833,827200
61946,3103157,827200
61947,3282203,827200
61948,4067074,827200
61949,5546661,827200
61950,6577403,827200
61951,5890159,827170
61952,252368,827160
61953,3009922,827150
61954,5659610,827130
61955,1802959,827100
61956,2130593,827100
61957,461399,827080
61958,886571,827050
61959,5146804,827030
61960,590300,827010
61961,353397,827000
61962,811820,827000
61963,1636499,827000
61964,1858340,827000
61965,1906178,827000
61966,2351820,827000
61967,3129959,827000
61968,3275264,827000
61969,3562974,827000
61970,3817180,827000
61971,4808854,827000
61972,6081131,826950
61973,4378169,826920
61974,5106412,826920
61975,1740646,826900
61976,4326461,826900
61977,4367609,826900
61978,5213610,826900
61979,5275244,826900
61980,5365771,826900
61981,5522721,826900
61982,6030177,826830
61983,104674,826800
61984,1152006,826800
61985,2044595,826800
61986,3226882,826800
61987,3661910,826800
61988,4401394,826800
61989,3872067,826720
61990,4145870,826700
61991,6283246,826700
61992,1372276,826680
61993,5968916,826660
61994,3653872,826630
61995,4139515,826620
61996,85656,826600
61997,334471,826600
61998,6449647,826580
61999,1028862,826570
62000,2503717,826530
62001,2306781,826510
62002,3266678,826500
62003,3381733,826500
62004,6005106,826500
62005,3868411,826450
62006,3023226,826410
62007,871255,826400
62008,1432934,826400
62009,1838228,826400
62010,4826620,826400
62011,4856837,826400
62012,6269151,826400
62013,3964352,826390
62014,2229977,826380
62015,326648,826350
62016,1198213,826350
62017,5535329,826350
62018,1139495,826300
62019,3699178,826300
62020,4333085,826300
62021,1273807,826260
62022,1340655,826200
62023,3080954,826200
62024,4270002,826200
62025,5882496,826200
62026,4500242,826170
62027,1413018,826100
62028,2239781,826100
62029,5420946,826100
62030,5615073,826100
62031,5647725,826100
62032,975329,826080
62033,107252,826040
62034,4119230,826020
62035,5943599,826020
62036,5243286,826010
62037,59008,826000
62038,268302,826000
62039,658336,826000
62040,1150896,826000
62041,1358904,826000
62042,1374461,826000
62043,2158006,826000
62044,2447818,826000
62045,2959073,826000
62046,3027242,826000
62047,3804933,826000
62048,4093658,826000
62049,5570755,826000
62050,5718860,826000
62051,6092069,826000
62052,942109,825970
62053,1792504,825970
62054,1097486,825960
62055,1519032,825950
62056,6339513,825950
62057,3654964,825920
62058,3504667,825900
62059,4324953,825850
62060,5861733,825850
62061,4172548,825820
62062,132132,825800
62063,818554,825800
62064,2123495,825800
62065,3165978,825800
62066,5277290,825800
62067,5305052,825800
62068,5927855,825800
62069,6322615,825800
62070,4186568,825790
62071,3970711,825780
62072,1072653,825750
62073,2592240,825750
62074,1626028,825700
62075,5419866,825700
62076,6449435,825700
62077,1902801,825650
62078,1346503,825600
62079,1431515,825600
62080,3170219,825600
62081,3345883,825600
62082,5864408,825600
62083,5930365,825600
62084,6017818,825600
62085,6154053,825600
62086,6388576,825600
62087,2604696,825590
62088,1439600,825550
62089,1345123,825540
62090,2512974,825500
62091,2542416,825500
62092,4970583,825500
62093,5934053,825500
62094,6328809,825500
62095,1423018,825480
62096,3908456,825460
62097,517151,825400
62098,1968104,825400
62099,5935717,825400
62100,4910824,825370
62101,809821,825360
62102,2009720,825360
62103,373455,825320
62104,4378989,825320
62105,834137,825300
62106,1864484,825300
62107,2325695,825300
62108,3556556,825280
62109,6057856,825240
62110,1146565,825200
62111,1901883,825200
62112,1999348,825200
62113,2614144,825200
62114,3090998,825200
62115,3734931,825200
62116,3827407,825200
62117,5132746,825200
62118,583578,825180
62119,6352231,825160
62120,2853197,825150
62121,5108580,825120
62122,939535,825100
62123,2827700,825100
62124,3720562,825100
62125,3896101,825040
62126,4240334,825030
62127,76437,825000
62128,301318,825000
62129,733090,825000
62130,777902,825000
62131,983659,825000
62132,1553750,825000
62133,1899456,825000
62134,2327542,825000
62135,2524369,825000
62136,2732176,825000
62137,2876748,825000
62138,3020828,825000
62139,3044509,825000
62140,3109500,825000
62141,3261179,825000
62142,3312337,825000
62143,3343140,825000
62144,3503409,825000
62145,3508779,825000
62146,3547523,825000
62147,3881912,825000
62148,3902257,825000
62149,4178631,825000
62150,4638340,825000
62151,5280315,825000
62152,5288645,825000
62153,5532582,825000
62154,5571268,825000
62155,5640747,825000
62156,5668282,825000
62157,6206381,825000
62158,3415363,824990
62159,4129123,824950
62160,4850867,824940
62161,4445085,824920
62162,584235,824900
62163,1350464,824900
62164,3563795,824900
62165,4004975,824900
62166,4914408,824900
62167,6376557,824900
62168,5965428,824890
62169,2170961,824860
62170,4143627,824860
62171,4916124,824850
62172,555792,824800
62173,1197739,824800
62174,1534206,824800
62175,2302183,824800
62176,2839453,824800
62177,6373479,824770
62178,641209,824730
62179,2479347,824710
62180,250073,824700
62181,548495,824700
62182,1777381,824700
62183,1884831,824700
62184,3794993,824700
62185,4720681,824700
62186,6009578,824700
62187,6033903,824700
62188,6071718,824670
62189,2078718,824640
62190,1209628,824600
62191,4096159,824600
62192,5275253,824600
62193,6478233,824590
62194,737571,824580
62195,884931,824550
62196,5770855,824540
62197,143109,824500
62198,4614432,824500
62199,366763,824480
62200,2283746,824460
62201,6386434,824430
62202,1777842,824420
62203,2144896,824400
62204,2892606,824400
62205,3496339,824400
62206,6034111,824400
62207,6125748,824400
62208,6514570,824400
62209,28620,824300
62210,364812,824300
62211,646592,824300
62212,1446215,824300
62213,2105133,824300
62214,5295443,824300
62215,5760346,824300
62216,6063469,824300
62217,6256046,824300
62218,2328524,824270
62219,4847243,824260
62220,3743822,824250
62221,6321821,824250
62222,1090972,824200
62223,1611485,824200
62224,3599199,824200
62225,4359335,824200
62226,4696611,824200
62227,4812611,824200
62228,6383594,824160
62229,3639362,824120
62230,4461553,824110
62231,1438097,824100
62232,1930066,824100
62233,3959306,824100
62234,4248024,824100
62235,5659224,824080
62236,1025310,824060
62237,6255,824040
62238,6315871,824010
62239,36437,824000
62240,413263,824000
62241,1118305,824000
62242,1247019,824000
62243,1561672,824000
62244,3140142,824000
62245,3184118,824000
62246,3699479,824000
62247,3729944,824000
62248,4569771,824000
62249,5137431,824000
62250,5510343,824000
62251,6513628,824000
62252,668812,823980
62253,2910370,823960
62254,6211825,823960
62255,4789785,823950
62256,227839,823900
62257,775865,823900
62258,1250843,823900
62259,2034510,823900
62260,2494571,823900
62261,2375127,823800
62262,2475739,823800
62263,2863913,823800
62264,3105070,823800
62265,3901397,823800
62266,4449364,823800
62267,4023457,823790
62268,1717634,823770
62269,2762443,823700
62270,5112995,823680
62271,5477350,823670
62272,4843022,823630
62273,2740279,823600
62274,2838747,823600
62275,2374545,823580
62276,3467238,823540
62277,902561,823520
62278,433925,823500
62279,692453,823500
62280,2670969,823500
62281,4773220,823500
62282,2086005,823450
62283,683516,823440
62284,15152,823420
62285,2909289,823420
62286,622826,823400
62287,930944,823400
62288,5211524,823400
62289,5559202,823400
62290,5710250,823400
62291,707474,823330
62292,5954317,823320
62293,348432,823300
62294,904937,823300
62295,1704812,823300
62296,2025526,823300
62297,2528377,823300
62298,3347148,823300
62299,3619586,823300
62300,4051020,823300
62301,5018012,823300
62302,5827798,823300
62303,6365353,823300
62304,6372054,823300
62305,1279936,823280
62306,4480864,823270
62307,4454448,823260
62308,1274302,823230
62309,261279,823200
62310,1032530,823200
62311,1058161,823200
62312,1558560,823200
62313,1979721,823200
62314,2457958,823200
62315,3181359,823200
62316,4155353,823200
62317,4934145,823200
62318,5973346,823200
62319,2094880,823180
62320,5817064,823110
62321,25640,823100
62322,1035176,823100
62323,6485107,823100
62324,5804286,823070
62325,1682109,823020
62326,68365,823000
62327,640821,823000
62328,780489,823000
62329,919643,823000
62330,957084,823000
62331,1161105,823000
62332,1713799,823000
62333,1991017,823000
62334,2537292,823000
62335,2742103,823000
62336,3104195,823000
62337,3143420,823000
62338,4217587,823000
62339,4299529,823000
62340,4379059,823000
62341,5601562,823000
62342,5656557,823000
62343,5837536,823000
62344,5906786,823000
62345,6492256,823000
62346,5433540,822940
62347,6093181,822940
62348,284029,822900
62349,1232920,822900
62350,1862018,822900
62351,4007411,822900
62352,4752584,822900
62353,5690312,822900
62354,6203639,822900
62355,1659584,822810
62356,1330913,822800
62357,3600789,822800
62358,3958433,822800
62359,5351970,822800
62360,5462591,822800
62361,3668715,822790
62362,3007477,822780
62363,5323373,822780
62364,4737640,822760
62365,1781160,822750
62366,5444313,822750
62367,4515155,822720
62368,1133340,822700
62369,1397033,822700
62370,2147185,822700
62371,3889554,822700
62372,4222647,822700
62373,1243465,822600
